Summary,Category
"  Securities and Exchange Commission v. City Capital Corporation, Ephren Taylor II and Wendy J. Connor, Civil Action No. 1:12-cv-01249-WSD (N.D. Ga.)r  SEC Charges Ephren J. Taylor, II with Operating a Ponzi Scheme  On April 12 , the Securities and Exchange Commission charged Ephren Taylor II with running a Ponzi scheme that targeted investors in church congregations. The SEC also charged City Capital Corporation and its former chief operating officer Wendy Connor for their roles in the scheme.  According to the SEC, Taylor and City Capital raised approximately $11 million through two fraudulent offerings: (1) promissory notes supposedly funding various small businesses, and (2) interests in âsweepstakes machines.â In addition to promising high rates of return, the SEC alleges that Taylor assured investors he had a long track record of success, that investor funds would be used to support businesses in economically disadvantaged areas and a portion of profits would go to charity.  In reality, according to the SECâs complaint, investor money was used to pay other investors, finance Taylorâs personal expenses, or fund City Capitalâs payroll, rent, and other costs. City Capitalâs business ventures were consistently unprofitable, and no meaningful amounts of investor money were ever sent to charities.  The SECâs complaint alleges that City Capital, Taylor and Connor violated Sections 5(a), 5(c) and 17(a) of the Securities Act of 1933, and Section 10(b) of the Securities Exchange Act of 1934 (âExchange Actâ) and Rule 10b-5 thereunder. The complaint also alleges that Taylor and Connor violated Section 15(a)(1) of the Exchange Act, and aided and abetted violations of Section 10(b) of the Exchange Act and Rule 10b-5 thereunder. The complaint seeks disgorgement, financial penalties and permanent injunctive relief against all defendants, as well as officer and director bars against Taylor and Connor.   SEC Complaint   &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22330.htm     Home | Previous Page Modified: 04/13/2012",
"  Securities and Exchange Commission v. AutoChina International Limited, Hui Kai Yan, Rui Ge Dong, Victory First Limited, Rainbow Yield Limited, Yong Qi Li, Ai Xi Ji, Ye Wang, Zhong Wen Zhang, Li Xin Ma, Yong Li Li, and Shu Ling Li 1:12-CV-10643-GAO (District of Massachusetts, Complaint filed April 11 )  SEC CHARGES CHINA-BASED COMPANY AND OTHERS WITH STOCK MANIPULATION  The Securities and Exchange Commission today charged that AutoChina International Limited and eleven investors, including a senior executive and director at the China-based firm, conducted a market manipulation scheme to create the false appearance of a liquid and active market for AutoChinaâs stock.  According to the SECâs complaint filed in the U.S. District Court for the District of Massachusetts, AutoChina senior executive and director Hui Kai Yan, a former AutoChina manager, and others fraudulently traded AutoChinaâs stock to boost its daily trading volume. Starting in October 2010, the defendants and others deposited more than $60 million into U.S.-based brokerage accounts and engaged in hundreds of fraudulent trades over the next three months through these accounts and accounts with a Hong Kong-based broker-dealer. The fraudulent trades included matched orders, where one account sold shares to another account at the same time and for the same price, and wash trades, which resulted in no change of beneficial ownership of the shares. According to the complaint, AutoChina and the other defendants engaged in the scheme after lenders offered AutoChina unfavorable terms for a stock-backed loan due to low trading volume in its stock.  âAutoChina and the other defendants engaged in a brazen manipulation of AutoChinaâs stock to obtain favorable loan terms,â said Robert Khuzami, Director of the SECâs Division of Enforcement. âThe SEC will hold accountable publicly-traded companies, including foreign companies, that violate the U.S. securities laws and disrupt the U.S. capital markets.â  David P. Bergers, Director of the SECâs Boston Regional Office, added, âThe investing public has a right to honest and fair markets. Manipulation of stocks has no place in the financial strategies of any public company.â  The SEC complaint alleges that in the three months before the defendants opened the U.S.-based brokerage accounts, the average daily trading volume of AutoChinaâs stock was approximately 18,000 shares. From November 1, 2010 through January 31, 2011, the average daily trading volume increased to more than 139,000 shares. On some days, the defendants and related accountsâ trading accounted for as much as 70% of the trading of AutoChinaâs stock.  According to the SECâs complaint, several of the defendants are related to AutoChinaâs Chairman and Chief Executive Officer, who at the time of the scheme owned more than 57% of the company. Three of the defendants are siblings of AutoChinaâs Chairman and Chief Executive Officer and another is married to one his siblings.  The SECâs complaint charges AutoChina; Hui Kai Yan; Rui Ge Dong; Victory First Limited; Rainbow Yield Limited; Yong Qi Li; Ai Xi Ji; Ye Wang; Zhong Wen Zhang; Li Xin Ma; Yong Li Li; and Shu Ling Li with violating Section 17(a) of the Securities Act of 1933, Sections 9(a) and 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5. The complaint further alleges that Rui Ge Dong; Victory First Limited; Rainbow Yield Limited; Yong Qi Li; Ai Xi Ji; Ye Wang; Zhong Wen Zhang; Li Xin Ma; Yong Li Li; and Shu Ling Li aided and abetted AutoChinaâs violations of Section 17(a) of the Securities Act of 1933, Sections 9(a) and 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5.  The complaint seeks a final judgment permanently enjoining the defendants from committing future violations of these provisions, ordering them to disgorge their ill-gotten gains plus prejudgment interest, imposing financial penalties and barring Hui Kai Yan them from acting as an officer or director of a public company.   SEC Complaint   &nbsp;   http://www.sec.gov/litigation/litreleases/2012/lr22326.htm     Home | Previous Page Modified: 04/11/2012",
"  Securities and Exchange Commission v. Van et al. (Civil Action No. CV 12 1743) (N.D. Cal.) (April 9 )  The Securities and Exchange Commission today charged a Silicon Valley businessman raised millions for two Internet start-ups by falsely promising investors that his companies were on the verge of undergoing successful initial public offerings and were well on their way to becoming the &#8220;next Google.&#8221;    The SEC alleges that Benedict Van, of San Jose, Calif., lured investors into web-based start-ups hereUare, Inc. and eCity, Inc. by falsely telling them that the companies would go public within a matter of months and generate millions in quick returns.  In truth, Van had no plans to take the companies public and relied solely on investor funds to stay in business.  Ultimately, when investor funds ran out by the end of 2008, Van was forced to shut down operations.   According to the SEC&#8217;s complaint, filed in federal court in the Northern District of California, Van raised more than $6.2 million from investors for hereUare in 2007 and 2008, and raised $880,000 in investor funds for eCity in 2008.  In presentations to prospective investors, chiefly in homes in Sacramento and Stockton, Van held himself out as a wealthy venture capitalist with prior IPO experience.  Van told prospective investors that the companies had lucrative deals and patents, and that he had retained Goldman Sachs and an international law firm to help take the companies public within six months.  According to the SEC, everything Van told prospective investors was false.  The complaint alleges that, by their conduct, Van, hereUare, and eCity violated Section 17(a)(2) of the Securities Act of 1933 (&#8220;Securities Act&#8221;) and Section 10(b) of the Securities Exchange Act of 1934 (&#8220;Exchange Act&#8221;) and Rule 10b-5(b) thereunder; Van and hereUare also violated Sections 5(a) and 5(c) of the Securities Act.  The defendants&#8217; signed consents &#8212; which are subject to approval by the court &#8212; provide that each defendant is permanently enjoined against future violations of the statutes and rules each is alleged to have violated.  In addition, defendant Van&#8217;s signed consent provides that, without admitting or denying the Commission&#8217;s allegations, he is permanently barred from serving as the officer or director of a public company.  The Commission waived disgorgement and declined to assess a penalty against Van based on his demonstrated inability to pay.  In addition, the Commission separately instituted and simultaneously settled administrative proceedings against hereUare.  hereUare consented to the issuance of the Commission&#8217;s order and the sanction it imposed, without admitting or denying the order&#8217;s findings.  The order found that hereUare improperly failed to file periodic or quarterly reports with the Commission since April 2010, thereby violating Section 13(a) of the Exchange Act and Rules 13a-1 and 13a-13 thereunder.  Based on these findings, the order revoked the registration of hereUare&#8217;s stock with the Commission.    SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22323.htm     Home | Previous Page Modified: 04/09/2012",
"  Securities and Exchange Commission v. Quorne Limited and Michael Sarkesian, 10-cv-9560 (GBD) (S.D.N.Y)  BRITISH VIRGIN ISLANDS CORPORATION AND RESIDENT OF SWITZERLAND SETTLE CHARGES OF INSIDER TRADING IN THE OPTIONS OF INTERMUNE, INC.  The Securities and Exchange Commission announced that, on March 29 , the Honorable George B. Daniels,U.S. District Judge for the Southern District of New York, entered a settled final judgment for insider trading in the options of InterMune, Inc. as to Michael S. Sarkesian, a Swiss citizen and resident, and Quorne Ltd., a British Virgin Islands limited liability company wholly owned by a Cyprus trust maintained for the benefit of a Sarkesian relation. The alleged illicit trading by Sarkesian and Quorne took place ahead of a December 17, 2010 announcement that the European Union&rsquo;s Committee for Medicinal Products for Human Use, or CHMP, had recommended to the European Commission that it permit InterMune to market its developmental drug, Esbriet, in the European Union. Sarkesian and Quorne consented to the entry of the final judgment, which imposes injunctive and monetary relief. The Commission also announced that on March 27 , it amended its complaint, filed on December 23, 2010 against one or more unknown purchasers of the options of InterMune, to name Sarkesian and Quorne as defendants.  In its amended complaint, the Commission alleges that Sarkesian was tipped to material non-public information concerning the CHMP&rsquo;s recommendation in advance of the December 17 announcement and that, while in possession of this material non-public information, Sarkesian exercised his authority to manage and administer Quorne&rsquo;s funds by recommending to Quorne that it purchase InterMune call options. As a result, Sarkesian caused Quorne to purchase 400 InterMune call options through a brokerage account in Switzerland on December 7 and 8, 2010. The market price of the 400 options rose over 500% following the December 17 announcement.  On December 23, 2010, on the same day that the Commission filed its initial complaint, the Court entered a Temporary Restraining Order freezing assets and trading proceeds from the alleged illicit trading and prohibiting the then-unknown purchasers from disposing of the options or any proceeds from the sale of the options. Quorne later sold the 400 options, the proceeds of which have remained frozen by Court order.  Without admitting or denying the allegations of the amended complaint, Quorne and Sarkesian consented to entry of a final judgment enjoining them from future violations of Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder and ordering them jointly and severally to pay $616,000 in disgorgement and $93,806.17 in civil penalties pursuant to Exchange Act Section 21A. The monetary sanctions will be paid out of the frozen funds. See Litigation Release No. 21794 (December 23, 2010).  The Commission acknowledges the assistance of the Options Regulatory Surveillance Authority, the Swiss Financial Market Supervisory Authority, the Cyprus Securities and Exchange Commission, and the British Virgin Islands Financial Services Commission.  The Commission&rsquo;s investigation is continuing.   SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22312.htm     Home | Previous Page Modified: 03/30/2012",
"  Securities and Exchange Commission v. John M. Cinderey, Civil Case No. CV-12-1519 (N.D. Cal.)  SEC FILES SETTLED CHARGES AGAINST FORMER BANK EXECUTIVE WHO MISLED AUDITORS   The Securities and Exchange Commission today charged a former bank employee with misleading the bank&rsquo;s independent auditors regarding risks the bank faced on certain outstanding loans. The SEC alleges that John Cinderey, a former executive vice president at San Francisco-based United Commercial Bank, acting at the direction of his superiors, misled the outside auditors evaluating financial statements of the bank and its public holding company, UCBH Holdings, Inc.  In a complaint filed in federal court in San Francisco, the SEC alleges that during the financial crisis in 2008 and 2009, Cinderey altered memoranda prepared for the independent auditors. The complaint also alleges that Cinderey circumvented accounting controls and policies that required the bank to accurately assess the risks associated with loans, and alleges that delays in accurately evaluating the risks in some cases could affect the bank&rsquo;s loan loss reserves and interest income.   Cinderey agreed to settle the SEC charges without admitting or denying the allegations. He will be permanently enjoined from violating provisions of the federal securities laws regarding record-keeping, misleading outside auditors, and internal controls. Cinderey will not pay a civil penalty in this case in part based on a $40,000 civil penalty he paid in an administrative action brought by the Federal Deposit Insurance Corporation (FDIC). The terms of the settlement also reflect credit given to Cinderey by the Commission for his substantial assistance in the investigation and the fact that he has entered into an cooperation agreement to assist in an ongoing related enforcement action.  The Commission has previously charged senior executives at the bank and UCBH with committing securities fraud by making false and misleading statements to investors and UCBH&rsquo;s independent auditors. In a complaint filed in U.S. District Court in San Francisco on October 11, 2011, Case No. 11-CV-04998, the Commission alleges that former CEO Thomas Wu, former Chief Operating Officer Ebrahim Shabudin, and former executive vice president Thomas Yu deliberately delayed the proper recording of loan losses as the company prepared its 2008 financial statements. SEC Litigation Release No. 22121.  The SEC&rsquo;s complaint charges Cinderey with aiding and abetting UCBH&rsquo;s violations of Sections 13(b)(2)(A) of the Securities Exchange Act of 1934 (Exchange Act), circumventing accounting controls in violation of Section 13(b)(5) of the Exchange Act, and falsifying books and records and making false or misleading statements to auditors in violation of Exchange Act Rules 13b2-1 and 13b2-2.   The SEC acknowledges the assistance of the FDIC, U.S. Attorney&rsquo;s Office for the Northern District of California, Federal Bureau of Investigation, Office of the Special Inspector General for the Troubled Asset Relief Program (SIGTARP), FDIC&rsquo;s Office of Inspector General, and Office of Inspector General for the Board of Governors of the Federal Reserve System.   SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22309.htm     Home | Previous Page Modified: 03/27/2012",
"  Securities and Exchange Commission v. David L. Marion and International Rarities Holdings, Inc., Civil Action No. 12-cv-00749 (D. Minn., filed March 26 )   SEC Charges Operator of Gold Coin Firm with Conducting Fraudulent Securities Offering  The Securities and Exchange Commission today announced that it filed a civil injunctive action against David L. Marion of Minneapolis, Minnesota and his company, International Rarities Holdings, Inc. (&#8220;IR Holdings&#8221;), accusing them of conducting a fraudulent, unregistered offer and sale of approximately $1 million in securities.    The SEC&#8217;s complaint, filed in U.S. District Court in Minneapolis, alleges that from at least November 2008 through July 2009, Marion and IR Holdings raised approximately $1 million from at least 26 investors through the offer and sale of IR Holdings securities.  According to the complaint, Marion represented to investors that they were purchasing shares of IR Holdings, which he said was the parent company and 100% owner of International Rarities Corporation (&#8220;IR Corp.&#8221;).  The complaint alleges that IR Corp. is a privately held Minneapolis based gold coin and bullion sales and trading firm that Marion also owned and operated.  The complaint further alleges that Marion told investors that their investments were to be used to expand IR Holdings&#8217; business and eventually take it public.  According to the complaint, Marion&#8217;s representations were false because IR Holdings never owned IR Corp. and thus Marion sold investors shares of a worthless shell company.  In addition, the complaint alleges that Marion did not use the investors&#8217; funds to expand IR Holdings&#8217; business and instead diverted the majority of the funds for his own personal use, including for casino gambling.   The SEC&#8217;s complaint charges Marion and IR Holdings with violations of Sections 5(a), 5(c), and 17(a) of the Securities Act of 1933 and Sections 10(b) and 15(a) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder.  The SEC is seeking a permanent injunction and disgorgement of ill-gotten gains with prejudgment interest, jointly and severally, against Marion and IR Holdings and a civil penalty against Marion.    SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22307.htm     Home | Previous Page Modified: 03/26/2012",
"  Accounting and Auditing Enforcement Release No. 3374 / March 26   Securities and Exchange Commission v. Biomet, Inc., Civil Action No. 1: 12-CV-00454 (D.D.C.)(RMC) (March 26 )  SEC CHARGES MEDICAL DEVICE COMPANY BIOMET WITH FOREIGN BRIBERY  Washington, D.C., March 26  &#8212; The Securities and Exchange Commission today charged Warsaw, Ind.-based medical device company Biomet Inc. with violating the Foreign Corrupt Practices Act (FCPA) when its subsidiaries and agents bribed public doctors in Argentina, Brazil, and China for nearly a decade to win business.    Biomet, which primarily sells products used by orthopedic surgeons, agreed to pay more than $22 million to settle the SEC&#8217;s charges as well as parallel criminal charges announced by the U.S. Department of Justice today.  The charges arise from the SEC and DOJ&#8217;s ongoing proactive global investigation into medical device companies bribing publicly-employed physicians.  The SEC alleges that Biomet and its four subsidiaries paid bribes from 2000 to August 2008, and employees and managers of all levels of the parent company and the subsidiaries were involved along with the distributors who sold Biomet&#8217;s products.  Biomet&#8217;s compliance and internal audit functions failed to stop the payments to doctors even after learning about the illegal practices.  According to the SEC&#8217;s complaint filed in federal court in Washington D.C., employees of Biomet Argentina SA paid kickbacks as high as 15 to 20 percent of each sale to publicly-employed doctors in Argentina.  Phony invoices were used to justify the payments, and the bribes were falsely recorded as &#8220;consulting fees&#8221; or &#8220;commissions&#8221; in Biomet&#8217;s books and records.  Executives and internal auditors at Biomet&#8217;s Indiana headquarters were aware of the payments as early as 2000, but failed to stop it.  The SEC alleges that Biomet&#8217;s U.S. subsidiary Biomet International used a distributor to bribe publicly-employed doctors in Brazil by paying them as much as 10 to 20 percent of the value of their medical device purchases. Payments were openly discussed in communications between the distributor, Biomet International employees, and Biomet&#8217;s executives and internal auditors in the U.S.  For example, a February 2002 internal Biomet memorandum about a limited audit of the distributor&#8217;s books stated:  &#8220;Brazilian Distributor makes payments to surgeons that may be considered as a kickback. These payments are made in cash that allows the surgeon to receive income tax free. &#8230;The accounting entry is to increase a prepaid expense account. In the consolidated financials sent to Biomet, these payments were reclassified to expense in the income statement.&#8221;   According to the SEC&#8217;s complaint, two additional subsidiaries &#8212; Biomet China and Scandimed AB &#8212; sold medical devices through a distributor in China who provided publicly-employed doctors with money and travel in exchange for their purchases of Biomet products.  Beginning as early as 2001, the distributor exchanged e-mails with Biomet employees that explicitly described the bribes he was arranging on the company&#8217;s behalf.  For example, one e-mail stated:  &#8220;[Doctor] is the department head of [public hospital]. [Doctor] uses about 10 hips and knees a month and it&#8217;s on an uptrend, as he told us over dinner a week ago. &#8230;Many key surgeons in Shanghai are buddies of his. A kind word on Biomet from him goes a long way for us. Dinner has been set for the evening of the 24th. It will be nice. But dinner aside, I&#8217;ve got to send him to Switzerland to visit his daughter.&#8221;  The SEC alleges that some e-mails described the way that vendors would deliver cash to surgeons upon completion of surgery, and others discussed the amount of payments.  The distributor explained in one e-mail that 25 percent in cash would be delivered to a surgeon upon completion of surgery.  Biomet sponsored travel for 20 Chinese surgeons in 2007 to Spain, where a substantial part of the trip was devoted to sightseeing and other entertainment.  Biomet consented to the entry of a court order requiring payment of $4,432,998 in disgorgement and $1,142,733 in prejudgment interest.  Biomet also is ordered to retain an independent compliance consultant for 18 months to review its FCPA compliance program, and is permanently enjoined from future violations of Sections 30A, 13(b)(2)(A), and 13(b)(2)(B) of the Securities Exchange Act of 1934.  Biomet agreed to pay a $17.28 million fine to settle the criminal charges.  The SEC&#8217;s investigation was conducted by Brent S. Mitchell with Tracy L. Price of the Enforcement Division&#8217;s FCPA Unit and Reid A. Muoio.  The SEC acknowledges the assistance of the U.S. Department of Justice&#8217;s Fraud Section and the Federal Bureau of Investigation.  The investigation into bribery in the medical device industry is continuing.   SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22306.htm     Home | Previous Page Modified: 03/26/2012",
"  Securities and Exchange Commission v. Timothy J. McGee, et al., Civil Action No. 12-cv-1296 (RBS) (E.D.Pa.)  SEC CHARGES FIVE WITH INSIDER TRADING ON CONFIDENTIAL MERGER NEGOTIATIONS BETWEEN PHILADELPHIA COMPANY AND JAPANESE FIRM  The Securities and Exchange Commission announced that, on March 13 , it charged two financial advisors and three others in their circle of family and friends with insider trading for more than $1.8 million in illicit profits based on confidential information about a Philadelphia-based insurance holding companyâs merger negotiations with a Japanese firm.  The SECâs complaint, filed in U.S. District Court for the Eastern District of Pennsylvania, charges Timothy J. McGee, of Malvern, Pa., Michael W. Zirinsky, of Schwenksville, Pa., Robert Zirinsky, of Quakertown, Pa. and Hong Kong residents Paulo Lam and Marianna sze wan Ho with violating Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder. The complaint also names as relief defendants Michael Zirinskyâs wife Kellie F. Zirinsky, sister Jillynn Zirinsky, mother Geraldine A. Zirinsky, and grandmother Mary L. Zirinsky for the purpose of recovering illegal profits in their trading accounts. Lam and Ho have each agreed to settle the SECâs charges and pay approximately $1.2 million and $140,000 respectively.  The SECâs complaint alleges that McGee and Michael Zirinsky, who are registered representatives at Ameriprise Financial Services, illegally traded in the stock of Philadelphia Consolidated Holding Corp. (PHLY) based on nonpublic information about the companyâs impending merger with Tokio Marine Holdings. The complaint alleges that McGee misappropriated the inside information from a PHLY senior executive who was confiding in him through their relationship at Alcoholics Anonymous (AA) about pressures he was confronting at work. McGee then purchased PHLY stock in advance of the merger announcement on July 23, 2008, and made a $292,128 profit when the stock price jumped 64 percent that day.  The complaint further alleges that McGee tipped Michael Zirinsky, who purchased PHLY stock in his own trading account as well as those of his wife, sister, mother, and grandmother. Zirinsky tipped his father Robert Zirinsky and his friend Paulo Lam, who in turn tipped another friend whose wife Marianna sze wan Ho also traded on the nonpublic information. The complaint alleges that the Zirinsky family collectively obtained illegal profits of $562,673 through their insider trading. Lam made an illicit profit of $837,975 and Ho profited by $110,580.  The complaint seeks a final judgment ordering disgorgement of ill-gotten gains together with prejudgment interest from the defendants and relief defendants, and permanent injunctions and penalties against the defendants.  Lam and Ho have each consented, without admitting or denying the SECâs allegations, to the entry of a final judgment permanently enjoining them from violating Section 10(b) of the Exchange Act and Rule 10b-5. Lam agreed to pay $837,975 in disgorgement, $123,649 in prejudgment interest, and a penalty of $251,392. Ho has agreed to pay $110,580 in disgorgement, $16,317 in prejudgment interest, and a penalty of $16,587. The settlements are subject to court approval.  The SECâs investigation was conducted by Philadelphia Regional Office enforcement staff Brendan P. McGlynn, Patricia A. Paw and Daniel L. Koster. The SECâs litigation will be led by Scott A. Thompson, Nuriye C. Uygur, and G. Jeffrey Boujoukos.  The SEC acknowledges and appreciates the assistance of the Financial Industry and Regulatory Authority (FINRA) and the Hong Kong Securities and Futures Commission.   SEC Complaint   &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22288.htm     Home | Previous Page Modified: 03/14/2012",
"  Accounting and Auditing Enforcement Release No. 3370 / March 13   Securities and Exchange Commission v. Larry Goldstone, Clarence Simmons, and Jane Starrett, Case 1:12-cv-00257 (D.N.M.)  SEC Files Civil Injunctive Action Against Senior Management of Thornburg Mortgage, Inc. for Alleged Fraudulent Overstatement of Thornburgâs Income   On March 13 , the Securities and Exchange Commission filed securities fraud charges in the United States District Court for the District of New Mexico against Larry Goldstone, the former chief executive officer and president, Clarence Simmons, the former chief financial officer and senior executive vice-president, and Jane Starrett, the former chief accounting officer of Thornburg Mortgage, Inc. (âThornburgâ), currently TMST, Inc., for allegedly materially misrepresenting the financial condition and liquidity of Thornburg, formerly the countryâs second largest independent mortgage company.  Goldstone, Simmons, and Starrett reside in Santa Fe, New Mexico.    The Complaint alleges that Thornburg, through Goldstone, Simmons, and Starrett, fraudulently overstated its quarterly income by more than $420 million in its 2007 annual report filed with the Commission.  As a result, the Complaint alleges that Thornburg fraudulently reported a profit rather than a loss for the quarter.  According to the Complaint, in the two weeks leading to the filing of its annual report, Thornburg received more than $300 million in margin calls from its lenders that severely drained its liquidity.  The Complaint further alleges that, unable to meet its margin calls on a timely basis, Thornburg violated three of its lending agreements, and received a reservation of rights letter from one lender in which the lender reserved its right to declare Thornburg in default at any time.  Accordingly, the Complaint alleges that in the days before Thornburg filed its annual report, the collateral it used for its lending agreements, adjustable rate mortgage (âARMâ) securities, was subject to being seized and sold by its lenders.  According to the Complaint, given the circumstances of Thornburgâs liquidity crisis, circumstances that were misrepresented to, and concealed from, the companyâs auditor, Goldstone, Simmons, and Starrett each knew, or was reckless in not knowing, that Thornburg did not have the intent or ability to hold its ARM  securities until maturity or until their value recovered in the market.  The Complaint concludes that the individual defendants also knew, or were reckless in not knowing, that this meant Thornburg was required to recognize on its income statement approximately $428 million of losses associated with the companyâs ARM securities, and that the proper accounting treatment for these securities would have resulted in Thornburg reporting a loss rather than a profit for the quarter.    The Complaint claims that, based on this conduct, the defendants violated or aided and abetted the violation of, or in the case of Goldstone and Simmons are liable as control persons under Section 20(a) of the Securities Exchange Act of 1934 (âExchange Actâ) for Thornburgâs violation of, Section 17(a) of the Securities Act of 1933, and Sections 10(b), 13(a), 13(b)(2)(A), 13(b)(2)(B), and 13(b)(5) of the Exchange Act and Rules 10b-5, 12b-20, 13a-1, 13b2-1, and 13b2-2 thereunder.  The Complaint also claims that Goldstone and Simmons violated Rule 13a-14 of the Exchange Act.  As part of this action, the Commission seeks against each of the defendants an injunction against future violations of the provisions set forth above, officer and director bars, and third tier civil money penalties.   SEC Complaint   &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22287.htm     Home | Previous Page Modified: 03/13/2012",
"  Securities and Exchange Commission v. Edward V. Ellis, Sr. and Jennifer L. Seidel, Civil Action No. 12-cv-1203 (CDJ) (E.D.Pa.)   SEC Charges Two Operators of Home Maintenance Company with Conducting Fraudulent Securities Offering  The Securities and Exchange Commission announced that, on March 7 , it filed a civil action in the United States District Court for the Eastern District of Pennsylvania against Edward V. Ellis, Sr. and Jennifer L. Seidel of Pottstown, Pennsylvania.  The Commission&#8217;s complaint alleges that Ellis and Seidel orchestrated a fraudulent, unregistered offering of Sederon, Inc. (&#8220;Sederon&#8221;) stock.  Sederon was a Collegeville, Pennsylvania, based company that provided home maintenance services to residential home owners.  Ellis and Seidel have agreed to settle the matter. The settlements are pending final approval by the court.  The Commission&#8217;s complaint alleges that from at least August 2007 through October 2008, Ellis and Seidel raised approximately $519,500 from more than 50 investors by offering and selling Sederon stock through material misrepresentations and omissions.  According to the complaint, Ellis and Seidel made numerous misrepresentations to investors, including that Sederon was a highly profitable and rapidly expanding home maintenance company, and that Sederon would soon be launching an initial public offering (&#8220;IPO&#8221;) that would allow investors to be able to sell their shares in the open market at a profit of 900 to 1,300 percent.  In reality, Sederon never pursued an IPO, was never profitable, and often failed to generate enough revenue to meet payroll and other expenses.  The defendants also misled investors about the use of investor proceeds, and failed to disclose the fact that Ellis is a convicted felon and securities fraud recidivist.   Ellis and Seidel have each consented to the entry of an order permanently enjoining them from violating Sections 5(a), 5(c), and 17(a) of the Securities Act of 1933 and Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5 thereunder.  The order will bar Ellis and Seidel from serving as an officer or director of a public reporting company.  Ellis and Seidel will also be ordered, jointly and severally, to pay disgorgement and prejudgment interest of $569,575.    The defendants each pled guilty to criminal charges of mail fraud and wire fraud in connection with the same conduct alleged in the Commission&#8217;s complaint.  The Commission acknowledges the assistance and cooperation of the U.S. Attorney&#8217;s Office for the Eastern District of Pennsylvania and the United States Postal Inspection Service.    SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22281.htm     Home | Previous Page Modified: 03/09/2012",
"  Securities and Exchange Commission v. Steven J. Harrold, United States District Court, Central District of California, Civil Action No. CV 12-1959 GW(JCx)  SEC CHARGES FORMER EXECUTIVE AT COCA-COLA BOTTLING COMPANY WITH INSIDER TRADING  The Securities and Exchange Commission today charged a former executive at a Coca-Cola bottling company with insider trading based on confidential information he learned on the job about potential upcoming business with The Coca-Cola Company.  The SEC alleges that Steven Harrold, who was a Vice President at Coca-Cola Enterprises Inc., purchased company stock in his wife&#8217;s brokerage account after learning that his company had agreed to acquire The Coca-Cola Company&#8217;s bottling operations in Norway and Sweden.  The stock price jumped over 30 percent when the deal was announced publicly the following day, enabling Harrold to make an illicit $86,850 profit.  Coca-Cola Enterprises is one of the world&#8217;s largest marketers, producers and distributors of Coca-Cola products, and its stock trades on the New York Stock Exchange under the stock symbol CCE.  The Coca-Cola Company (ticker symbol: KO) develops and sells its products and syrup concentrate to Coca-Cola Enterprises and other bottlers.  Coca-Cola Enterprises combines the concentrate with other ingredients to create and package the beverages, and then markets them to consumers.   According to the SEC&#8217;s complaint filed in the U.S. District Court for the Central District of California, Harrold was regularly in possession of sensitive and confidential information as an executive at CCE.  On numerous occasions, Harrold signed non-disclosure agreements requiring him to keep confidential any information he learned about acquisitions being considered.  Harrold also periodically received blackout notices prohibiting him from trading in company stock for a defined period in which he was likely to be in possession of confidential information.    The SEC alleges that Harrold, who lives in Los Angeles and London, was informed in early January 2010 that CCE was considering the acquisition of The Coca-Cola Company&#8217;s Norwegian and Swedish bottling operations.  He signed a non-disclosure agreement requiring him to maintain the confidentiality of any nonpublic information he learned about the potential transaction.  Harrold also received an e-mail from CCE&#8217;s legal counsel informing him that he was subject to a blackout period and was prohibited from trading in CCE stock &#8220;until further notice.&#8221;  Nevertheless, the SEC alleges that Harrold purchased 15,000 CCE shares in his wife&#8217;s brokerage account on Feb. 24, 2010, the day before the announcement of the transaction with The Coca-Cola Company.  The insider trading was based on certain confidential information that Harrold learned in the days leading up to the announcement, including that the transaction was internally valued at more than $800 million and was viewed as creating significant positive growth opportunities for CCE.  The SEC&#8217;s complaint charges Harrold with violating Section 10(b) of the Securities Exchange Act of 1934 and Rule 10b-5(a) and (c) thereunder.  The complaint seeks a final judgment ordering Harrold to pay a financial penalty and disgorge his ill-gotten gains plus prejudgment interest, preventing him from serving as an officer or director of a public company, and permanently enjoining him from future violations of those provisions of the federal securities laws.  The SEC acknowledges the assistance of FINRA in this matter.   SEC Complaint in this matter   &nbsp;    &nbsp;  http://www.sec.gov/litigation/litreleases/2012/lr22280.htm     Home | Previous Page Modified: 03/09/2012",
